公司全名,公司简称,公司规模,融资阶段,区域,职位名称,工作经验,学历要求,工资,职位福利
北京融联世纪信息技术有限公司,融360,500-2000人,D轮及以上,海淀区,高级测试开发工程师-大数据平台方向,3-5年,本科,20k-30k,"互联网,发展前景,专业团队,福利待遇"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,资深后端研发工程师-垂直业务,3-5年,本科,30k-60k,六险一金，弹性工作，免费三餐，租房补贴，带薪休假，休闲下午茶，扁平管理，健身瑜伽，过亿用户，职业大牛，晋升空间，团队氛围好
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,闪购事业部-算法工程师,3-5年,硕士,30k-50k,技术大牛
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,高级安全研发工程师,3-5年,本科,15k-25k,薪酬福利好
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,资深大数据研发工程师(J180806009),5-10年,本科,25k-35k,丰厚年终奖
上海谦问万答吧云计算科技有限公司,学霸君,2000人以上,C轮,朝阳区,Golang工程师,1-3年,本科,20k-40k,"独角兽企业,技术驱动,人工智能,年轻团队"
贝壳找房（北京）科技有限公司,贝壳,2000人以上,C轮,海淀区,数据研发工程师,3-5年,本科,20k-40k,"六险二金,免费三餐,带薪年假,十五薪"
北京木瓜移动科技股份有限公司,木瓜移动,150-500人,B轮,海淀区,后端开发工程师,1-3年,本科,15k-30k,团队氛围好，公司发展快，福利待遇好
北京零秒科技有限公司,零秒科技,15-50人,A轮,海淀区,后端工程师（数据）,不限,本科,15k-30k,"硅谷大牛带,晋升空间大,锻炼机会多,前沿科技"
南京苏宁软件技术有限公司,苏宁易购,2000人以上,上市公司,朝阳区,docker研发工程师-云计算,不限,本科,15k-30k,"发展空间大,福利制度好,团队氛围好,能力提升快"
北京智加智行科技有限公司,智加科技,50-150人,A轮,海淀区,开发工程师,应届毕业生,本科,25k-50k,"人工智能,风口行业,自动驾驶"
联想（北京）有限公司,联想集团,2000人以上,上市公司,海淀区,OpenStack研发工程师,3-5年,本科,20k-40k,"大平台,超棒团队,超赞福利,五险一金"
普信恒业科技发展（北京）有限公司,宜信,2000人以上,上市公司,朝阳区,数据研发工程师,3-5年,本科,20k-40k,"行业top,加班少,六险一金,团队氛围好"
京北方信息技术股份有限公司,京北方,2000人以上,D轮及以上,丰台区,java 工程师,3-5年,本科,12k-20k,平台大，项目多
南京蓝鲸人网络科技有限公司,美篇,50-150人,B轮,海淀区,前端开发工程师,3-5年,本科,20k-40k,"期权激励,工作日出游,弹性工作制,牛人多"
哈弗汽车租赁有限公司,哈弗租赁,50-150人,不需要融资,丰台区,算法工程师,3-5年,本科,15k-25k,"五险一金,双休,弹性工作,14薪"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,服务端研发（高级）工程师-新业务,3-5年,本科,25k-50k,六险一金，高薪期权，弹性工作，免费三餐
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,算法工程师/leader,5-10年,本科,25k-40k,技术大牛
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,智能汽车事业部-服务研发工程师,3-5年,本科,20k-40k,"技术大牛,大平台,福利优厚"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,Golang开发工程师-平台技术,1-3年,本科,20k-40k,大平台
贝壳找房（北京）科技有限公司,贝壳,2000人以上,C轮,海淀区,租赁平台-策略工程研发工程师,3-5年,本科,20k-40k,"免费三餐,战略业务,假期多,靠谱领导"
北京木瓜移动科技股份有限公司,木瓜移动,150-500人,B轮,海淀区,游戏开发工程师,不限,本科,10k-20k,"国际化,发展空间大,五险一金,年底双薪"
北京轻松筹网络科技有限公司,轻松筹,500-2000人,C轮,东城区,高级前端开发,3-5年,本科,15k-25k,"技术大咖团,交通方便,互联网行业,绩效奖金"
达而观信息科技（上海）有限公司,达观数据,50-150人,B轮,海淀区,驻厂技术经理,3-5年,本科,18k-35k,技术领先 团队优秀 行业口碑佳 人工智能
北京高域海汇科技有限公司,高域海汇,50-150人,不需要融资,朝阳区,前端开发,3-5年,本科,15K-30K,"核心业务,行业大牛,弹性作息"
芋头科技（杭州）有限公司,Rokid,150-500人,B轮,海淀区,信号处理高级工程师,3-5年,硕士,25k-50k,"博士云集,年底双薪,期权,补充医疗险"
杭州云象网络技术有限公司,云象区块链,50-150人,A轮,顺义区,区块链应用开发工程师,不限,本科,15k-30k,"扁平管理,行业独角兽,餐费补助,交通补助"
欧科互动网络科技（北京）有限公司,OKCoin,500-2000人,B轮,海淀区,风控开发工程师,3-5年,本科,20k-40k,"公司前景好,福利待遇佳,团队氛围好,牛人大咖多"
北京景通科信科技有限公司,景通科信,50-150人,A轮,朝阳区,初级Openstack 开发工程师,1年以下,本科,4k-5k,"发展空间大,五险,弹性福利"
神策网络科技（北京）有限公司,神策数据,150-500人,C轮,海淀区,推荐系统研发工程师,3-5年,本科,20k-30k,"大数据,弹性工作,股票期权,六险一金"
北京睿企信息科技有限公司,北京睿企信息科技有限公司,15-50人,A轮,朝阳区,资深前端开发工程师,3-5年,本科,20k-30k,"技术大牛,丰富团建,免费午餐,薪酬潜力股"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,资深后端研发工程师,3-5年,本科,30k-60k,六险一金，弹性工作，免费三餐，租房补贴，带薪休假，休闲下午茶，扁平管理，健身瑜伽，过亿用户，职业大牛，晋升空间，团队氛围好
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,算法工程师/专家-商超生鲜,3-5年,本科,25k-40k,技术大牛
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,AI &amp; 百度云基础平台研发工程师,1-3年,本科,15k-30k,"技术氛围好,福利多"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,自然语言处理研发工程师,3-5年,本科,20k-40k,"团队氛围好,技术大牛多,福利好"
武汉初心科技有限公司,石墨文档,150-500人,B轮,朝阳区,高级运维开发工程师,5-10年,本科,20k-40k,"世界级产品,挑战性技术,硅谷文化,最酷办公室"
北京庖丁科技有限公司,庖丁科技,50-150人,A轮,朝阳区,后端工程师,不限,本科,15k-25k,"五险一金,自助午餐,弹性工作,下午茶"
北京阿希链科技有限公司,阿希链,15-50人,A轮,朝阳区,?iOS中级开发工程师,3-5年,本科,10k-20k,"福利待遇好,周末双休,团建活动"
北京智者天下科技有限公司,知乎,500-2000人,D轮及以上,海淀区,NLP 算法开发工程师,3-5年,本科,30k-60k,"六险一金,免费三餐,股票期权,带薪年假"
中寰卫星导航通信有限公司,中寰卫星,500-2000人,不需要融资,海淀区,运维开发工程师,5-10年,本科,15k-30k,"六险一金,弹性工作,定期体检,免费班车"
北京瀚海星云科技有限公司,星云Clustar,15-50人,天使轮,朝阳区,软件工程师,应届毕业生,本科,10k-20k,"AI最前线,科研专家,技术领先,弹性节奏"
北京修齐治平科技有限公司,爱云校,500-2000人,C轮,朝阳区,后端开发-Node.js,1-3年,本科,8k-15k,"核心业务,上升空间,行业大牛"
北京世纪好未来教育科技有限公司,好未来,2000人以上,上市公司,海淀区,资深后台研发专家（北京）,5-10年,本科,35k-65k,"发展空间大,福利待遇优"
北京凌云雀科技有限公司,灵雀云,150-500人,B轮,海淀区,后端开发工程师（北京）,3-5年,本科,20k-40k,"技术氛围好,大牛云集,顶级团队,资金充足"
云势天下（北京）软件有限公司,云势软件,50-150人,A轮,朝阳区,运维开发工程师,3-5年,本科,14k-21k,六险一金
锐波（北京）科技有限公司,波场TRON,150-500人,不需要融资,海淀区,测试开发工程师,3-5年,本科,20k-40k,"区块链,技术大牛,竞争力薪酬,全球轮岗"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,企业系统后端研发工程师,3-5年,本科,20k-40k,六险一金，弹性工作，免费三餐，租房补贴，带薪休假，休闲下午茶，扁平管理，健身瑜伽，职业大牛，晋升空间，团队氛围好，优厚薪资
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,数据平台开发工程师,3-5年,本科,15k-30k,技术氛围
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,高级软件开发工程师（NODEJS）,3-5年,本科,20k-30k,"班车,健身房,技术大牛"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,安全开发工程师,3-5年,本科,15k-30k,薪酬福利好
北京智者天下科技有限公司,知乎,500-2000人,D轮及以上,海淀区,资深反作弊开发工程师（反作弊开发 Leader),5-10年,本科,40k-60k,"海盗文化,弹性工作,自助三餐,工作氛围"
北京众享比特科技有限公司,众享比特,50-150人,B轮,朝阳区,Node.js研发工程师,3-5年,本科,20k-25k,"全额一金,补充医疗,员工体检,半年调薪"
北京趣拿软件科技有限公司,去哪儿网,2000人以上,不需要融资,海淀区,BI开发工程师,5-10年,本科,20k-35k,"发展空间,薪酬福利,大平台"
北京睿企信息科技有限公司,北京睿企信息科技有限公司,15-50人,A轮,朝阳区,高级系统后端开发工程师,1-3年,本科,30k-50k,"人工智能,技术大牛,丰富团建,免费午餐"
北京汇文立业文化传播有限公司,北京汇文立业文化传播有限公司,50-150人,B轮,昌平区,PHP工程师,不限,不限,12k-18k,"双休,五险一金,带薪年假,地铁沿线近"
车好多旧机动车经纪(北京)有限公司,瓜子二手车直卖网,2000人以上,C轮,海淀区,高级测试开发工程师,3-5年,本科,18k-36k,一线互联网公司薪资+全年最高19薪+不打卡
锐波（北京）科技有限公司,波场TRON,150-500人,不需要融资,海淀区,测试开发工程师,3-5年,本科,20k-40k,"区块链产品,BAT大牛,年底多薪,弹性工作"
上海基分文化传播有限公司,趣头条,500-2000人,上市公司,海淀区,算法工程师,不限,本科,30k-60k,"六险一金,扁平管理,技术大拿,福利好"
北京智加智行科技有限公司,智加科技,50-150人,A轮,海淀区,全栈研发工程师,应届毕业生,本科,25k-50k,"人工智能,自动驾驶,风口行业"
北京五八到家信息技术有限公司,58到家,50-150人,天使轮,朝阳区,高级前端开发工程师,3-5年,本科,15k-30k,"核心团队,发展空间大,技术高调整,福利待遇好"
北京小年糕互联网技术有限公司,小年糕,150-500人,C轮,海淀区,GO开发工程师,1-3年,本科,15k-30k,学习成长
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,高级后端研发工程师,3-5年,本科,25k-50k,六险一金，弹性工作，免费三餐，租房补贴，扁平管理，过亿用户，职业大牛，晋升空间，团队氛围好
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,高级前端工程师（到店餐饮）,5-10年,本科,25k-50k,"五险一金,免费班车"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,后台研发高级工程师,1-3年,本科,20k-40k,"氛围好,晋升快,待遇好"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,PHP/GO高级研发工程师,3-5年,本科,20k-40k,"大平台,高福利"
锐波（北京）科技有限公司,波场TRON,150-500人,不需要融资,海淀区,测试开发工程师,3-5年,本科,20k-40k,"弹性工作,技术大牛,年终奖金,发展迅速"
联想（北京）有限公司,联想集团,2000人以上,上市公司,海淀区,OpenStack研发工程师,3-5年,本科,20k-40k,"大平台,超棒团队,超赞福利,五险一金"
北京融联世纪信息技术有限公司,融360,500-2000人,D轮及以上,海淀区,高级测试开发工程师-算法模型方向,1年以下,本科,20k-30k,"互联网,专业团队,发展前景,福利待遇"
蜜柚网络科技（上海）有限公司,musical.ly,150-500人,不需要融资,海淀区,北京抖音/火山 - 基础架构高级/资深工程师,3-5年,本科,25k-50k,"高薪期权,租房补贴,职业大牛,晋升空间"
竹间智能科技（上海）有限公司,竹间智能科技(上海)有限公司,150-500人,B轮,海淀区,运维开发工程师,1-3年,本科,18k-36k,弹性工作 平台好 人工智能
上海投中信息咨询股份有限公司北京办事处,投中信息,150-500人,D轮及以上,东城区,数据研发工程师,3-5年,本科,20k-40k,"行业领先,六险一金,多种福利,领导好"
北京蜜莱坞网络科技有限公司,映客,500-2000人,C轮,朝阳区,后端服务器高级研发工程师,5-10年,本科,25k-40k,"一线公司,千万量级,高福利待遇,环境优美"
北京国际度假区有限公司,Universal Beijing,2000人以上,不需要融资,通州区,软件工程师,5-10年,本科,20k-35k,发展空间
大鱼快乐有限公司,阿里文娱,2000人以上,上市公司,朝阳区,大文娱-高级前端工程师/专家（新麦座）-大麦,5-10年,本科,25k-35k,"平台大,福利多,高薪"
北京品新传媒文化有限公司,36氪,150-500人,D轮及以上,朝阳区,算法工程师,3-5年,本科,25k-35k,"定期体检,带薪年假,发展空间大,五险一金"
北京创智优品科技有限公司,Zenjoy,150-500人,不需要融资,东城区,【校招】推荐开发工程师,应届毕业生,本科,12k-18k,"大神带飞,午晚餐,六险一金,弹性办公"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,AI 系统研发工程师 - 语音 &amp; 对话方向,3-5年,本科,25k-50k,弹性工作，免费三餐，租房补贴，休闲下午茶
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,高级测试开发工程师（客户端方向）,3-5年,本科,20k-40k,"工程师文化,大牛团队,个人成长快"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,高级架构研发工程师,3-5年,本科,30k-60k,"扁平管理,技术团队,丰厚绩效,快速成长"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,百度云呼叫中心研发工程师,1年以下,本科,15k-30k,"大平台,高福利,机会多,发展空间大"
锐波（北京）科技有限公司,波场TRON,150-500人,不需要融资,海淀区,测试开发工程师,3-5年,本科,20k-40k,"区块链技术,国际化团队,技术大牛,发展前景好"
厦门美柚信息科技有限公司,美柚,500-2000人,D轮及以上,朝阳区,算法工程师,3-5年,本科,30k-60k,"发展空间大,团队氛围佳"
哈弗汽车租赁有限公司,哈弗租赁,50-150人,不需要融资,丰台区,DevOps运维研发工程师,1-3年,大专,12k-18k,"五险一金,双休,弹性工作,14薪"
南京苏宁软件技术有限公司,苏宁易购,2000人以上,上市公司,朝阳区,openstack研发工程师-云计算,不限,本科,15k-30k,"发展空间大,福利制度好,团队氛围好,能力提升快"
海致网络技术（北京）有限公司,海致,150-500人,C轮,海淀区,高级服务端开发工程师,3-5年,本科,15K-25K,"技术挑战,核心团队,高额奖金,高额期权"
北京世纪好未来教育科技有限公司,好未来,2000人以上,上市公司,海淀区,高级数据仓库开发工程师,3-5年,本科,20k-40k,平台好
北京金山云网络技术有限公司,金山云,500-2000人,D轮及以上,海淀区,传输工程师,1-3年,本科,15k-25k,"中国前三,免费三餐,七险一金,弹性上下班"
北京易捷思达科技发展有限公司,EasyStack,150-500人,C轮,海淀区,openstack开发工程师,不限,本科,12k-24k,"扁平化管理,弹性工作制"
探探科技（北京）有限公司,探探,150-500人,D轮及以上,朝阳区,后端开发工程师,3-5年,本科,25k-50k,"免费三餐,免费零食,免费饮料,带薪休假"
北京瓴岳信息技术有限公司,洋钱罐,150-500人,不需要融资,朝阳区,业务运维开发工程师,1-3年,本科,15k-25k,"技术大牛多,十四薪,互联网金融,午餐晚餐"
北京福佑多多信息技术有限公司,福佑卡车,500-2000人,C轮,海淀区,自动化测试工程师,3-5年,本科,10k-20k,"七险一金,绩效奖金,年底双薪,节日福利等"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,后台研发高级工程师平台设计,5-10年,不限,40k-60k,"技术氛围好,福利待遇好,长期激励"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,资深数据研发工程师,3-5年,本科,30k-45k,平台大
天津益阳煜赢网络科技有限公司,云账户,150-500人,B轮,朝阳区,Golang工程师,不限,本科,20k-40k,"技术大牛,弹性工作,带薪年假,年终分红"
致美生活（北京）科技有限公司,Plum,50-150人,B轮,朝阳区,Golang高级开发工程师,5-10年,本科,20k-40k,"前沿技术,核心岗位,尊重想法,氛围轻松"
北京数字联盟网络科技有限公司,数盟网络,50-150人,B轮,海淀区,iOS开发工程师,1-3年,本科,15k-20k,"移动互联网,乐于沟通,环境个性化,福利丰厚"
同程网络科技股份有限公司,同程艺龙,2000人以上,D轮及以上,朝阳区,前端中级开发工程师,3-5年,本科,18k-26k,"核心业务,晋升空间,优秀团队"
北京智慧星光信息技术有限公司,智慧星光,500-2000人,不需要融资,海淀区,算法工程师,不限,硕士,12k-24k,"发展潜力大,团队优秀,加班少"
贝壳找房（北京）科技有限公司,贝壳,2000人以上,C轮,海淀区,PHP资深工程师,3-5年,本科,25k-45k,"大牛云集,免费三餐,培训完善,六险二金"
竹间智能科技（上海）有限公司,竹间智能科技(上海)有限公司,150-500人,B轮,海淀区,Java开发工程师（北京）,3-5年,本科,20k-40k,人工智能 技术氛围好 团队牛人多
北京易数科技有限公司,GrowingIO,150-500人,A轮,朝阳区,高级前端开发工程师 - 平台组,3-5年,本科,25k-40k,硅谷风格
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,高级后端开发工程师-安全方向,3-5年,本科,20k-30k,薪酬福利好
阳光保险集团股份有限公司,阳光产险信保事业部,2000人以上,不需要融资,朝阳区,大数据开发工程师（金科）,3-5年,本科,10k-20k,"六险一金,节日福利,带薪年假"
北京猫盘技术有限公司,猫盘,15-50人,A轮,海淀区,C/C++开发工程师,3-5年,本科,15k-30k,"五险一金,带薪年假,大牛多,上升空间大"
北京合思信息技术有限公司,易快报,150-500人,B轮,海淀区,高级前端开发工程师,5-10年,本科,18k-35k,"前景好,成长快,氛围和谐,无天花板"
北京华生恒业科技有限公司,华生恒业,500-2000人,C轮,海淀区,技术经理,3-5年,本科,25k-50k,"五险一金,年底双薪,股权激励,各种补助"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,大数据开发工程师,5-10年,硕士,20k-40k,"年底双薪,带薪年假,弹性工作,免费班车"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,大数据分析挖掘高级研发工程师（金融安全）,3-5年,本科,20k-25k,福利好
天津益阳煜赢网络科技有限公司,云账户,150-500人,B轮,朝阳区,高级Golang工程师,1-3年,本科,20k-40k,"五险一金,带薪年假,节日福利,美女如云"
北京智融时代信息技术有限公司,智融集团,150-500人,C轮,海淀区,资深研发工程师(清结算方向),5-10年,本科,35k-50k,"工场投资,科技金融,六险一金,早晚餐零饮"
北京趣拿软件科技有限公司,去哪儿网,2000人以上,不需要融资,海淀区,大数据开发工程师--平台事业部,3-5年,本科,18k-36k,"前景广阔,16薪"
北京蜜莱坞网络科技有限公司,映客,500-2000人,C轮,朝阳区,流媒体编解码高级开发工程师,5-10年,本科,35k-45k,"一线牛人,千万量级,高福利待遇,扁平化"
北京车之家信息技术有限公司,汽车之家,2000人以上,上市公司,海淀区,ELK高级工程师,3-5年,本科,20k-30k,"发展空间大,团队氛围好"
北京高域海汇科技有限公司,高域海汇,50-150人,不需要融资,朝阳区,web前端工程师,3-5年,本科,12k-18k,"五险一金,绩效奖金,餐补"
联想（北京）有限公司,联想集团,2000人以上,上市公司,海淀区,前端工程师,1-3年,本科,8k-13k,"发展潜力,工作氛围好,薪资水平高"
蜂网供应链管理（上海）有限公司,蜂网,150-500人,不需要融资,昌平区,ETL开发工程师,5-10年,不限,15k-25k,"14薪,带薪福利假,期权激励"
北京市商汤科技开发有限公司,商汤科技,2000人以上,C轮,海淀区,算法研发工程师,3-5年,本科,20k-40k,"优秀团队,发展机会多"
人人贷商务顾问（北京）有限公司,人人贷,2000人以上,A轮,海淀区,开发高级工程师,3-5年,本科,23k-45k,"交通便利,五险一金,节日福利,奖励休假"
海马云（天津）信息技术有限公司,海马云,150-500人,C轮,朝阳区,大数据高级研发工程师,5-10年,本科,20k-35k,"技术大牛,团队氛围,年终奖金,晋升平台"
北京盈泰财富云电子商务有限公司,盈泰财富云,500-2000人,A轮,东城区,测试开发工程师,3-5年,本科,14k-25k,"测试开发,互联网金融,流程规范,技术型团队"
小船出海教育科技（北京）有限公司,作业帮,2000人以上,C轮,海淀区,算法工程师(J11056),3-5年,本科,30k-50k,"平台好,福利好"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,GO语言高级开发工程师,3-5年,本科,20k-40k,期权激励，六险一金，靠谱团队，福利最全
贝壳找房（北京）科技有限公司,贝壳,2000人以上,C轮,海淀区,高级Hadoop工程师,3-5年,本科,30k-50k,"七险一金,包三餐,年终奖,BAT大牛"
北京奥玩云网科技有限责任公司,奥玩云网,少于15人,天使轮,,前端开发工程师,3-5年,本科,20k-30k,发展前景好
北京金山云网络技术有限公司,金山云,500-2000人,D轮及以上,海淀区,光网络工程师,1-3年,本科,15k-25k,"中国前三,免费三餐,七险一金"
北京趣拿软件科技有限公司,去哪儿网,2000人以上,不需要融资,海淀区,数据开发工程师（偏支付系统）-平台事业部,1-3年,本科,15k-20k,互联网大平台，核心支付系统
北京热云科技有限公司,热云数据,50-150人,B轮,朝阳区,建模工程师,1-3年,本科,15k-30k,"六险一金,带薪假期,各种补助,工作居住证"
北京牛投邦科技咨询有限公司,牛投邦,150-500人,B轮,朝阳区,高级前端工程师,3-5年,本科,18k-30k,快速发展、团队氛围好
北京市商汤科技开发有限公司,商汤科技,2000人以上,C轮,海淀区,高级运维开发工程师,3-5年,本科,20k-30k,"核心业务,高薪酬福利,技术大牛"
宽拓（北京）科技有限公司,Quantex,150-500人,A轮,东城区,资深ETL开发工程师,3-5年,本科,18k-25k,"福利优越,不打卡,氛围佳"
北京车之家信息技术有限公司,汽车之家,2000人以上,上市公司,海淀区,画像算法工程师,3-5年,本科,25k-40k,发展空间大
北京四方启点科技有限公司,四方启点,150-500人,未融资,海淀区,大数据分析开发工程师,不限,本科,20k-25k,"领导好,技能培训,岗位晋升,发展空间大"
新华世纪电子商务有限公司,新华电商,50-150人,上市公司,大兴区,前端开发工程师,3-5年,本科,12k-20k,"六险一金,全年15薪,7小时工作,周末双休"
北京稳稳融管理顾问有限公司,预见资本,15-50人,A轮,朝阳区,Web 前端开发工程师-小打卡,5-10年,本科,30k-50k,"大牛云集,顶级团队,扁平管理"
深圳市赢时胜信息技术股份有限公司,赢时胜软件,500-2000人,上市公司,朝阳区,持续构建技术研究员,5-10年,本科,20k-30k,"大平台,金融行业"
深圳市优学链科技有限公司,优学链科技,15-50人,天使轮,昌平区,GO/Golang研发工程师,3-5年,本科,20k-40k,"区块链行业,核心团队,技术领先,待遇丰厚"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,高级后端研发工程师-智能驾驶,1-3年,硕士,20k-40k,"大平台,前景广阔,前沿技术,潜力大"
贝壳找房（北京）科技有限公司,贝壳,2000人以上,C轮,海淀区,资深PHP工程师/架构师/技术经理,5-10年,本科,35k-50k,"六险二金,包三餐,期权激励,团队氛围好"
北京首都在线科技股份有限公司,CDS,150-500人,上市公司,海淀区,（云计算方向）高级java开发工程师,5-10年,本科,20k-30k,"平台好,氛围好,薪酬待遇好"
北京墨云科技有限公司,墨云科技,15-50人,A轮,海淀区,高级安全开发工程师,3-5年,本科,20k-40k,五险一金
北京金山软件有限公司,金山办公软件,2000人以上,上市公司,海淀区,测试开发工程师,3-5年,本科,15k-25k,"免费三餐,免费健身房,各种团建,六险一金"
北京纯粹旅行有限公司,皇包车,150-500人,C轮,朝阳区,BI系统开发工程师,3-5年,本科,25k-50k,"六险一金,19薪"
北京安为科技有限公司,北京安为科技有限公司,15-50人,未融资,海淀区,软件开发工程师,1-3年,本科,6k-10k,"五险一金,带薪年假,集体活动多,多次调薪等"
蜂网供应链管理（上海）有限公司,蜂网,150-500人,不需要融资,昌平区,高级前端工程师,3-5年,本科,16k-25k,"五险一金,带薪年假,扁平管理,餐补"
北京陌上花科技有限公司,Yi+,50-150人,B轮,海淀区,资深算法工程师,3-5年,硕士,35k-70k,"股票期权,奖金丰厚,晋升空间,弹性工作"
北京世纪好未来教育科技有限公司,好未来,2000人以上,上市公司,海淀区,大数据研发工程师（推荐系统）,1-3年,本科,25k-40k,"互联网教育,美股上市"
途家网网络技术（北京）有限公司,途家网,500-2000人,D轮及以上,朝阳区,算法工程师（北京）,3-5年,硕士,20k-40k,发展前景好
新浪网技术（中国）有限公司,新浪网,2000人以上,上市公司,海淀区,系统开发工程师,3-5年,本科,12k-22k,七险一金，年14薪，竞争力薪资，免费班车。
晋商博创（北京）科技有限公司,博创科技,15-50人,不需要融资,丰台区,web前端开发工程师,1-3年,本科,10k-20k,"学习环境好,技术环境好,朝九晚五"
北京加一时代数字科技有限公司,加一时代,15-50人,A轮,朝阳区,Unity3D研发工程师,3-5年,大专,15k-20k,"二次元,创业公司,弹性工作,不打卡"
上海朝夕网络技术有限公司,朝夕网络,50-150人,A轮,海淀区,C++开发工程师,3-5年,本科,15k-30k,"go,C++,软件开发,后台开发"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,策略算法工程师 — 引擎技术,3-5年,本科,20k-40k,平台好 六险一金
贝壳找房（北京）科技有限公司,贝壳,2000人以上,C轮,海淀区,资深java工程师,3-5年,本科,25k-40k,"15薪,包三餐,班车,BAT大牛"
北京言之有物科技有限公司,言之有物科技,50-150人,A轮,朝阳区,搜索引擎开发工程师,1-3年,本科,15k-30k,"工作氛围好,电商,挑战大,福利优厚"
央视市场研究股份有限公司,CTR,500-2000人,D轮及以上,西城区,算法工程师-RM,3-5年,硕士,20k-30k,"福利待遇优,团队合作好,领导亲和"
中科弘云科技（北京）有限公司,中科弘云,15-50人,天使轮,海淀区,后端开发工程师,1-3年,硕士,10k-20k,"五险一金,股权激励,创新团队"
北京五八到家信息技术有限公司,58到家,50-150人,天使轮,朝阳区,高级前端开发工程师,3-5年,本科,20k-35k,核心团队 新技术高挑战 发展空间大
北京彼刻科技有限公司,Hydro,15-50人,不需要融资,朝阳区,资深后端工程师,5-10年,本科,30k-60k,"技术氛围,产品前景广,三餐+房补,弹性工作"
北京凌云雀科技有限公司,灵雀云,150-500人,B轮,海淀区,后端开发工程师,不限,本科,15k-30k,"技术领先,团队顶级,项目靠谱,资金充足"
北京果壳互动科技传媒有限公司,果壳网,150-500人,C轮,朝阳区,IOS开发工程师,1-3年,本科,13k-25k,"前沿技术,核心项目,免费三餐,七险一金"
炫一下（北京）科技有限公司,一下科技,500-2000人,D轮及以上,朝阳区,高级后端开发,3-5年,本科,35k-55k,入职就送大iPhone x
北京自如友家资产管理有限公司,自如网,2000人以上,A轮,朝阳区,高级测试工程师,5-10年,本科,15k-30k,六险一金，晋升空间大
上海海知智能科技有限公司,海知智能,50-150人,A轮,海淀区,高级爬虫开发工程师,5-10年,本科,20k-40k,"人工智能,创新前沿,技术大牛,弹性工作"
北京互连众信科技有限公司,资产360,500-2000人,D轮及以上,朝阳区,高级前端开发,5-10年,本科,30k-40k,"七险一金,弹性工作,饭补,月入过万"
北京音娱时光科技有限公司,音娱时光,50-150人,A轮,海淀区,高级后端研发工程师,3-5年,本科,20k-40k,"年底双薪,绩效奖金,带薪年假,股票期权"
爱笔（北京）智能科技有限公司,Aibee,50-150人,天使轮,海淀区,商品识别算法科学家/工程师,1-3年,本科,30k-60k,"创业公司,技术大牛,免费午晚餐"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,开放平台高级开发工程师（PHP方向）,3-5年,本科,30k-50k,"免费晚餐,团队和谐"
贝壳找房（北京）科技有限公司,贝壳,2000人以上,C轮,海淀区,测试开发工程师,3-5年,本科,30k-50k,"15薪,大平台,三餐免费,健身房"
北京自如友家资产管理有限公司,自如网,2000人以上,A轮,朝阳区,高级测试工程师,5-10年,本科,15k-30k,六险一金，晋升空间大
